"DOI","Link","Author Keywords","Index Keywords"
"10.1080/15389580500253729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31644435133&doi=10.1080%2f15389580500253729&partnerID=40&md5=b88cdec75c362241c48a6daf05cc60ed","Cost-Benefit Analysis; Economic Evaluation; Fatal and Injury Collision Reduction; Photo Radar; Traffic Safety","Accidents, Traffic; Automation; Canada; Cost-Benefit Analysis; Humans; Insurance Carriers; Photography; Policy Making; Radar; Safety; Social Control, Formal; automation; Canada; cost benefit analysis; cost effectiveness analysis; economics; funding; government; injury; insurance; management; photo radar program; politics; quantitative analysis; review; sensitivity analysis; social aspect; traffic accident; traffic safety; velocity"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751263128&partnerID=40&md5=e1a476199975f2315839abac3c254ca3","","Alcohols; Drug products; Education; Footbridges; Highway accidents; Roads and streets; Tires; Engineering techniques; Jaywalking pedestrians; Stringent speed enforcement; Vehicle ownership; Accident prevention"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644311888&partnerID=40&md5=86906d5b8f2df9df9e0e67edd54b486c","","Security systems; accident; assessment method; safety; traffic management; Speed cameras; Cameras"
"10.3141/1801-06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036993563&doi=10.3141%2f1801-06&partnerID=40&md5=b7dc59b1041a7dec0a066af04060e3c0","","Accident prevention; Automobile drivers; Cameras; Railroad crossings; Highway rail grade crossings; Highway traffic control"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035709894&partnerID=40&md5=7bb20d6e55d42f12817038aaeea6af53","","Australia; accident prevention; traffic management; transportation safety"
"10.1002/pam.20196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745784843&doi=10.1002%2fpam.20196&partnerID=40&md5=2152fd483222eaaa08d31fd8a6f31fd3","",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873508221&partnerID=40&md5=f3d9c948d2d24fa9030c683cd699fc7c","","Taxation; Alberta; Calgary; Cell phone; Parking management; Law enforcement"
"10.1007/s12544-010-0023-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77449113082&doi=10.1007%2fs12544-010-0023-4&partnerID=40&md5=dd728a1dc88e208382fe7e5e56a05d07","Automatic speed enforcement; Economics; Institutionalism; Speed enforcement; Speed offenses","Economic analysis; Automatic speed enforcement; Economic approach; French systems; Institutional economics; Institutionalism; Risk regulation; Road infrastructures; Safety cameras; Social cost; Systematic analysis; Traffic safety; Speed"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954553500&partnerID=40&md5=ec29bbd79b8912acf360f5049309e634","Accident rate; ITS tools; OTSC; Speed control; Speed enforcement; Time headway","Accidents; Automobile driver simulators; Intelligent systems; Intelligent vehicle highway systems; Roads and streets; Speed; Speed control; Traffic control; Accident rate; Effective tool; National roads; OTSC; Time headway; Transportation"
"10.1007/0-387-34403-9_123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749362667&doi=10.1007%2f0-387-34403-9_123&partnerID=40&md5=d7a09765204a28e23253b5a52fbcc7f1","Fuzzy logic systems; Powder coating; Rule-based inference","Coatings; Computer circuits; Deposition; Efficiency; Fuzzy logic; Manufacture; Powder coatings; Process control; Product design; First-pass transfer; Fuzzy logic system; Input variables; Output variables; Powder deposition; Rotation speed; Rule-based inference; Fuzzy inference"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879011675&partnerID=40&md5=8a255b3f0250665e30606aaf38ef70dc","Automated speed enforcement; Traffic monitoring; Work zone","Automation; Roads and streets; Traffic control; Automated speed enforcement; Poor visibility; Re-configurations; Technical performance; Traffic monitoring; Traffic monitoring systems; Traffic sensors; Work zones; Intelligent vehicle highway systems"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745053640&partnerID=40&md5=e282b70e573fc178a3cedd50077f4e64","","Accident Prevention; Accidents, Traffic; Controlled Clinical Trials; Humans; Photography; Radar; Safety; accident prevention; controlled clinical trial; human; instrumentation; methodology; photography; review; safety; statistics; telecommunication; traffic accident"
"10.1016/j.aap.2005.03.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19944418325&doi=10.1016%2fj.aap.2005.03.014&partnerID=40&md5=07d4d2c15bd4e034585dfff1d6fdbd67","Bayesian negative binomial; Regression-to-mean; Road safety; Speed management; Trend in risk","Accidents, Traffic; Automobile Driving; Humans; Law Enforcement; Models, Statistical; Photography; Accident prevention; Automobile drivers; Computer aided analysis; Database systems; Highway accidents; Information analysis; Mathematical models; article; car driving; comparative study; evaluation; human; instrumentation; law enforcement; legal aspect; methodology; photography; statistical model; statistics; traffic accident; Bayesian negative binomial; Regression-to-mean; Road safety; Speed management; Trend in risk; Cameras"
"10.1057/palgrave.jors.2602654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68649102988&doi=10.1057%2fpalgrave.jors.2602654&partnerID=40&md5=550ef5701dfd5bff82809d8f43a8d1f5","Optimisation; Public sector; Speed enforcement; Stochastic; Traffic","Automobile drivers; Stochastic systems; Telecommunication traffic; Four lane highways; Optimal threshold; Optimisations; Public sector; Stochastic; Threshold speed; Traffic intensity; Traffic policemen; Speed"
"10.1080/15472450802023345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47649097595&doi=10.1080%2f15472450802023345&partnerID=40&md5=277ba61ed4d718632ae6b7d144b65764","Automatic Speed Enforcement; France; Intelligent Transportation Systems; Speeding; Transportation Safety","Eurasia; Europe; France; Western Europe; Health; Roads and streets; Speed; automation; detection method; road transport; transportation safety; transportation system; velocity; Automatic enforcement; Driving behaviors; Political context; Process linking; Road deaths; Road safety; Speed detection; State-based; Technological problems; Automation"
"10.1016/j.aap.2006.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845200386&doi=10.1016%2fj.aap.2006.07.005&partnerID=40&md5=b992a74dab1dc4d86fb099e3d55c0833","Driving behavior; Individual difference; Multiple regression; Signaled intersection; Vehicle speed","Age Factors; Automobile Driving; Female; Humans; Logistic Models; Male; Sex Factors; Suburban Population; Taiwan; Urban Population; Automobile drivers; Auxiliary power systems; Charge coupled devices; Intersections; Recording instruments; Regression analysis; Speed; age; article; car driving; comparative study; female; human; male; population; sex difference; statistical model; statistics; Taiwan; urban population; Driving behavior; Individual difference; Signaled intersection; Vehicle speed; Accident prevention"
"10.1061/(ASCE)TE.1943-5436.0000017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68049102137&doi=10.1061%2f%28ASCE%29TE.1943-5436.0000017&partnerID=40&md5=a868a5b6fff1e9df8383b84c195c1608","Public information programs; Traffic accidents; Traffic safety; Traffic speed","North America; United States; Virginia; Accidents; Highway systems; Surveys; Average speed; Before and after; Crash data; Public information; Public information programs; Public perception; Safety impact; Safety improvement; Speed analysis; Speed dispersion; Speed limit; Speed limit compliance; Standard deviation; Traffic accidents; Traffic safety; Traffic speed; Travel speed; Virginia; compliance; public transport; traffic management; transportation safety; Speed"
"10.1016/j.aap.2005.06.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26944451281&doi=10.1016%2fj.aap.2005.06.011&partnerID=40&md5=05cc502c9da5d849c1594c1826ca86f2","Evaluation; Police enforcement; Road safety; Speed; Speed cameras","Acceleration; Accidents, Traffic; Humans; Law Enforcement; Motor Vehicles; Netherlands; Radar; Rural Population; Safety; Accident prevention; Accidents; Cameras; Evaluation; Highway accidents; Law enforcement; Project management; Speed; Police enforcement; Road safety; Speed cameras; acceleration; article; evaluation; human; law enforcement; legal aspect; motor vehicle; Netherlands; rural population; safety; statistics; telecommunication; traffic accident; Radar"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163577537&partnerID=40&md5=10306afee8d6a3bc43e1e5ad53c0cd5d","","Intelligent vehicle highway systems; Traffic control; Automotives; Business opportunities; Czech Republic; Intelligent transport systems (ITSs); Parking space detections; Road charging; Service researches; Telematic services; Traffic expansion; Traffic problems; Intelligent systems"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953898071&partnerID=40&md5=253658a3a1f83698e9e7eb2616bfd734","","Accident prevention; Intelligent systems; Intelligent vehicle highway systems; Motor transportation; Roads and streets; Traffic control; Transportation; Uncertainty analysis; Driver behaviour; Enforcement programs; Laboratory simulation; Road safety; Systems performance; Testing technique; Transparent process; Uncertainty of measurement; Safety testing"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954497423&partnerID=40&md5=db0afd233682659a1fb1e2ffed1b46ce","ISA; Speed enforcement; Speed management; Switzerland","Accidents; Highway accidents; Intelligent systems; Intelligent vehicle highway systems; Traffic control; Fatal accidents; ISA; Speed management; Switzerland; Speed"
"10.1108/00022660610707175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750719990&doi=10.1108%2f00022660610707175&partnerID=40&md5=78a5f93acaa163ffe9701d8d79ed53f9","Electrostatics; Linear programming; Space technology","Electrostatic generators; Engines; Linear programming; Rotating machinery; Space applications; Electrostatic linear engine; High voltage electricity; High voltage rotating engine; Space technology; Electrostatics"
"10.1119/1.2895680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008250401&doi=10.1119%2f1.2895680&partnerID=40&md5=89b47e8c36e0501deae495ee505aefbf","",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953931950&partnerID=40&md5=dcb3738ee213091474b8f3cfcfbc104b","","Crashworthiness; Highway accidents; Intelligent systems; Intelligent vehicle highway systems; Traffic control; Aggressive driving behaviors; Automated enforcement; California Department of transportation; Department of Transportation; Montana State University; Technological solution; U.S. Department of Transportation; Vehicle-miles traveled; Rural areas"
"10.1080/15389580802221333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53549093849&doi=10.1080%2f15389580802221333&partnerID=40&md5=bd85deb2061b332d9e147e425ea1e15e","Automated Enforcement; Photo Radar; Speed; Speed Cameras; Traffic Enforcement","Accident Prevention; Accidents, Traffic; Adolescent; Adult; Automation; Automobile Driving; Chi-Square Distribution; Cross-Sectional Studies; Female; Humans; Law Enforcement; Male; Maryland; Photography; Questionnaires; Risk Assessment; Sensitivity and Specificity; Urban Population; Young Adult; accident prevention; adolescent; adult; article; automation; car driving; chi square distribution; cross-sectional study; evaluation; female; human; instrumentation; law enforcement; legal aspect; male; methodology; photography; psychological aspect; questionnaire; risk assessment; sensitivity and specificity; traffic accident; United States; urban population"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009038698&partnerID=40&md5=6770470e5536063f8b59b5ad91c49528","","Accident prevention; Cameras; Photography; Speed cameras; Traffic control"
"10.1080/17457301003728510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650058237&doi=10.1080%2f17457301003728510&partnerID=40&md5=9be74015b69ce79fbf66a33b666ea242","Africa; Environment; Risk factors; Road accident",""
"10.1115/JRC2009-63031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952795989&doi=10.1115%2fJRC2009-63031&partnerID=40&md5=d7767c1e19205da374c1f1e306407d58","","Computer control systems; Computer software; Laptop computers; Maintenance activity; Maintenance personnel; Onboard computers; Train control systems; Troubleshooting; Troubleshoots; Computer software maintenance"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350493946&partnerID=40&md5=e2dbe8a323205f3104f0fecfc79485c7","","Cameras; Optical cables; Average speed; Camera systems; Carbon emissions; Color images; Different speed; Home office; New directions; Noise reductions; Remote imaging; Speed violators; Switch-on; System supply; Time stamps; Transport for london; fuel consumption; noise pollution; remote sensing; technological development; technology adoption; transportation policy; transportation technology; Speed"
"10.1016/j.aap.2006.08.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845193700&doi=10.1016%2fj.aap.2006.08.015&partnerID=40&md5=64a82ca6b34b33a7cc84c110e567639a","Antisocial behavior; Attitudes; Speeding","Adolescent; Adult; Automobile Driving; Conduct Disorder; England; Female; Humans; Male; Middle Aged; Risk-Taking; Wales; Law enforcement; Traffic control; Traffic surveys; adolescent; adult; article; car driving; comparative study; conduct disorder; female; high risk behavior; human; legal aspect; male; middle aged; psychological aspect; United Kingdom; Antisocial behavior; Speeding traffic; Behavioral research"
"10.3141/2055-02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56749177408&doi=10.3141%2f2055-02&partnerID=40&md5=85dab759101515fcb54ea0c8263f2bd6","","Law enforcement; Location; Vehicles; % reductions; Average speed; Down-stream; Free flowing; Heavier vehicles; Illinois; Spatial effect; Speed limit; Speed limit compliance; Work zones; Speed"
"10.1680/tran.2000.141.2.67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033689197&doi=10.1680%2ftran.2000.141.2.67&partnerID=40&md5=b9f31c41f63b2ee5a80913c32cfdc961","Research & development; Roads & highways; Traffic engineering","Highway traffic control; Traffic surveys; Secret signs; Speed warning signs; Traffic signs"
"10.1007/s12544-010-0027-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949286274&doi=10.1007%2fs12544-010-0027-0&partnerID=40&md5=2a19938fc6a6f2628b344a8e178f1901","Demerit points; Driver behavior; Road safety; Speeding","Aluminum; Data acquisition; Monitoring; Motor transportation; Roads and streets; Data collection; Driver behavior; Free flow; Road safety; Significant impacts; Traffic monitoring systems; United Arab Emirates; Urban road; Behavioral research"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898407321&partnerID=40&md5=13285b7980b44992fde0f97401b2f65b","","Computer simulation; Control systems; Highway traffic control; In-vehicle devices; Microscopic simulation models; Operational impacts; Traffic conditions; Traffic management; Transportation managers; Variable speed control; Variable speed limits; Speed control"
"10.1080/15568310801915559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952701180&doi=10.1080%2f15568310801915559&partnerID=40&md5=a31db6ff1ca5bac3bb03ebd5729152b6","Photo-radar; Road safety; Speeding; Traffic enforcement","Accident prevention; Law enforcement; Radar; Roads and streets; Automated enforcement; Broad spectrum; Differential effect; Motor vehicle crashes; Photo-radar; Queensland; Risk drivers; Road safety; Significant impacts; Speeding; Traffic enforcement; collision; radar; road transport; traffic congestion; traffic management; transportation policy; transportation safety; Automation"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-7744230582&partnerID=40&md5=0f8a916015f13c0a98770fa2056e91f3","","Algorithms; Artificial intelligence; Computer networks; Computer software; Digital signal processing; Interfaces (computer); Network protocols; Sensors; Traffic control; Hardware design; Traffic monitoring systems; UNICAM; Video detection algorithms; Computer vision"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4944223373&partnerID=40&md5=310f600bc00b71c51dd17c26bf22834c","Automated incident detection; Automated speed enforcement; Machine vision sensor; Network communication architecture; Queue measurement; Software architecture; Traffic data collection; Vehicle tracking; Video vehicle detection","Charge coupled devices; Computer architecture; Computer vision; Neural networks; Optimal control systems; Optoelectronic devices; Routers; Signal interference; Tracking (position); Traffic control; Transducers; Video signal processing; Wide area networks; Automated incident detection; Automated speed enforcement; Machine vision sensors; Network communication architecture; Queue measurement; Traffic data collection; Video vehicle detection; Image sensors"
"10.1520/jai12092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30644456933&doi=10.1520%2fjai12092&partnerID=40&md5=86b27f9a1d8f94ad79dfde121a45227b","Alpine skiing and snowboarding; Gender; Helmets; Speed; Visibility","Safety factor; Skating rinks; Snow; Visibility; Alpine skiing and snowboarding; Gender; Helmets; Recreational snow sports; Recreation centers"
"10.1136/ip.2008.021485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77449160005&doi=10.1136%2fip.2008.021485&partnerID=40&md5=6c14c08b23e2e6751587fb6628b5f81d","","Accidents, Traffic; Automobile Driving; Humans; Law Enforcement; Photography; Spain; Urban Health; Wounds and Injuries; article; car driving; evaluation; health; human; injury; law enforcement; legal aspect; methodology; photography; Spain; statistics; traffic accident"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884723626&partnerID=40&md5=16366414ce0b9c9b38fd611d679a402e","Automatic camera enforcement; Driver interviews; Enforcement; Speed control; Speed measurement; Speed radars; Speeding; Traffic safety",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893629235&partnerID=40&md5=e94e7521a03bcdeb02160eeff8c3135d","","Automation; Law enforcement; Video cameras; Automated searches; Border crossings; Camera sensor; Condition; Generation technologies; Laser-based; Digital cameras"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037323935&partnerID=40&md5=b901d30833d10f3119cd718f7dda34ca","","Accident prevention; Automation; Highway accidents; Highway traffic control; Roads and streets; Speed control; Traffic signs; Automated speed enforcement systems; Time headway distribution; Traffic flow; Intelligent vehicle highway systems"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342699619&partnerID=40&md5=0ec6848c808766b02b5075fbc3801594","Biopsy; Breast; Stereotaxis","Adult; Aged; Aged, 80 and over; Biopsy, Needle; Breast; Breast Diseases; Breast Neoplasms; Carcinoma; Diagnosis, Differential; Female; Fibroadenoma; Fibrocystic Breast Disease; Fibrosis; Follow-Up Studies; Hemangioma; Humans; Hyperplasia; Mammography; Middle Aged; Palpation; Phyllodes Tumor; Sensitivity and Specificity; Stereotaxic Techniques; Time Factors; article; breast biopsy; breast calcification; breast lesion; diagnostic accuracy; follow up; histopathology; human; major clinical study; mammography; priority journal; stereotaxic surgery"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849187152&partnerID=40&md5=76ed75a3a0163a91cab6446e6e16c6f2","","Eurasia; Europe; United Kingdom; Western Europe; Accident prevention; Cameras; Collision avoidance; Speed control; Technology; Transportation routes; Vehicles; Average speed enforcement technology; Safety control system; Traffic flow; collision; control system; roadside environment; technology; transportation safety; Highway traffic control"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888971132&partnerID=40&md5=397a448216fdc5c69baef1734603a947","Automatic camera enforcement; Driver interviews; Enforcement; Speed control; Speed measurement; Speed radars; Speeding; Traffic safety",""
"10.6028/jres.114.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68349123736&doi=10.6028%2fjres.114.009&partnerID=40&md5=83b7eacbbf321fa7b476e7b16148206a","Calibration; Down the road radar; DTR radar; Radar; Traffic radar; Uncertainty.","Calibration; Radar; Roads and streets; Transportation; Uncertainty analysis; Audio frequencies; Calibration method; Calibration uncertainty; Measurement uncertainty; Radar units; Speed measurement; Tuning forks; Uncertainty; Radar measurement"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950164115&partnerID=40&md5=221855100b5af9fa0953da199ba98899","ANPR; Average speed; Congestion; Distance over time; Enforcement; Journey reliability; Roadworks","Cameras; Intelligent systems; Intelligent vehicle highway systems; Traffic control; Transportation; ANPR; Average speed; Congestion; Distance over time; Enforcement; Roadworks; Speed"
"10.1061/40799(213)100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448963481&doi=10.1061%2f40799%28213%29100&partnerID=40&md5=df0525f003bfbdc5ee4587eedecc999b","","Highway systems; Speed control; Statistical methods; Feedback display devices; Motorists; Speed feedback display devices; Feedback control"
"10.3141/2148-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651294487&doi=10.3141%2f2148-10&partnerID=40&md5=d6b6b096ba2dfa604ceabfa2276e3cd7","","Axles; Cost benefit analysis; Highway accidents; Rural areas; Rural roads; Case-studies; Common sense; Crash costs; Crash frequency; Crash severity; Median barriers; Property damage; Property damage only; Road safety; Safety intervention; Motor transportation"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036930967&partnerID=40&md5=1d50fd9419e0e454d1a9339539f5f6c5","","Accident prevention; Highway traffic control; Motor transportation; Traffic signals; Traffic management; Automobile simulators"
"10.1016/j.aap.2009.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64849103930&doi=10.1016%2fj.aap.2009.02.008&partnerID=40&md5=b65f851c879f45aaa09fe0178b5068a8","Preferred speed; Risk perception factors; Speed model; Trade-off behavior","Automobile Driving; Choice Behavior; Environment Design; Humans; Indiana; Models, Biological; Observation; Risk-Taking; Rural Population; Time Factors; Automobile drivers; Automobiles; Commerce; Risk analysis; Roads and streets; Speed; Speed control; Behavioral studies; Crash risks; Indiana , usa; Land development; Local characteristics; New models; Perceived risks; Perceived values; Preferred speed; Speed choices; Speed limits; Speed model; Test sites; Three components; Time gains; Trade-off behavior; Value of time; article; biological model; car driving; decision making; environmental planning; high risk behavior; human; legal aspect; observation; psychological aspect; rural population; time; United States; Risk perception"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31844443020&partnerID=40&md5=71e68e93673bc7a0f87edb351d50f154","","Nozzles; Oscillators (electronic); Production; Spraying; Gun spacing; Powder-coating thickness; Spray patterns; Powder coatings"
"10.1109/IEEM.2007.4419230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40649089176&doi=10.1109%2fIEEM.2007.4419230&partnerID=40&md5=48a90f7a337f9a722529e0e874e26d2a","Driving speed; Freeway; Ramp metering system; Signal phasing; Traffic safety","Cameras; Charge coupled devices; Lenses; Signal interference; Driving speed; Ramp metering system; Signal phasing; Traffic safety; Highway systems"
"10.1002/9781444307177.ch33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889313407&doi=10.1002%2f9781444307177.ch33&partnerID=40&md5=cc1cfc982eef651231a3bc8ec7d036e2","Bc Photo Radar Program Background; Cost-Benefit Analysis-Base Case; Discussion and Limitations; Literature Review; Sensitivity Analysis",""
"10.3141/1695-09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033224785&doi=10.3141%2f1695-09&partnerID=40&md5=84743f3dc0d9d36dd9eb205ab029f8ed","","Accident prevention; Automobile drivers; Crashworthiness; Highway accidents; Planning; Risks; Roads and streets; Speed; Road safety planning; Speed enforcement; Highway administration"
"10.1016/j.aap.2008.03.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46349097661&doi=10.1016%2fj.aap.2008.03.017&partnerID=40&md5=72f0221cdc01fb4b2f47b00d38d37a19","Camera enforcement; Motor vehicle crashes; Photo radar; Public opinion; Rural interstates; Speed cameras; Traffic speeds; Urban freeways","Adolescent; Adult; Aged; Arizona; Attitude; Automobile Driving; Feasibility Studies; Female; Humans; Law Enforcement; Male; Middle Aged; Photography; Pilot Projects; Urban Population; Cameras; Computer networks; Health; Highway systems; Roads and streets; Surveys; adolescent; adult; aged; article; attitude; car driving; evaluation; feasibility study; female; human; instrumentation; law enforcement; legal aspect; male; middle aged; photography; pilot study; psychological aspect; statistics; United States; urban population; Elsevier (CO); Fixed speed; Pilot programs; public opinions; school zones; Scottsdale , Arizona; Speed cameras; Speed settings; Urban freeways; Speed"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952297897&partnerID=40&md5=b24ba63ee6581c0ad8a06d32022ca082","Intersection safety cameras; Photo enforcements initiatives; Photo radar programs; Red light cameras","Law enforcement; Luminescent devices; Radar; Roads and streets; Advanced technology; Australia; Enforcement programs; Intersection safety; Photo enforcements initiatives; Photo radar programs; Pilot projects; Red-light cameras; Red-light running; Traffic enforcement; Urban areas; Cameras"
"10.1109/itsc.2006.1707395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41849098605&doi=10.1109%2fitsc.2006.1707395&partnerID=40&md5=c12c57daf0949002d0882fee24ae3c6f","GPS; Probe vehicles; Speed control; Telematics","Computer simulation; Fuel consumption; Ground vehicles; Intelligent vehicle highway systems; Particulate emissions; Probe vehicles; Telematics; Speed control"
"10.3141/2078-16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349175842&doi=10.3141%2f2078-16&partnerID=40&md5=e7a8b9a8a2d1536c034372eed2fa2483","","Automation; Ergonomics; % reductions; Critical review; Enforcement programs; Evaluation study; Injury crashes; Most likely; Review process; Safety benefits; Safety evaluations; Site-specific; Speed"
"10.1016/S0001-4575(98)00059-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033124656&doi=10.1016%2fS0001-4575%2898%2900059-1&partnerID=40&md5=c97bdc94eccabcc4df4543d92136a3b1","Photo enforcement; Red light cameras; Red light running; Traffic enforcement; Urban crashes","Accidents, Traffic; Automobile Driving; California; Evaluation Studies; Humans; Police; Social Control, Formal; article; car driving; evaluation; human; police; social control; traffic accident; United States"
"10.1016/j.aap.2006.02.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745754625&doi=10.1016%2fj.aap.2006.02.011&partnerID=40&md5=65712440ca26f1ee0a747feab7ad6d37","Automated enforcement; Driver behavior; Photo red enforcement; Red light running; Risky driving","Accidents, Traffic; Adolescent; Adult; Aged; Aged, 80 and over; Automobile Driving; Female; Humans; Law Enforcement; Logistic Models; Male; Middle Aged; Photography; Accident prevention; Automobile drivers; Data acquisition; Imaging techniques; Intersections; Traffic signals; adolescent; adult; aged; article; car driving; female; human; law enforcement; male; methodology; middle aged; photography; statistical model; traffic accident; Automated enforcement; Driver behavior; Photo red enforcement; Red light running; Risky driving; Street traffic control"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893667882&partnerID=40&md5=5ecf5a67245b9c9b8262c1b0180af1eb","","Optical radar; Speed; Camera sensor; Core elements; Generation technologies; Laser scanning; Laser-based; Safety strategy; Traffic safety; Laser safety"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954516712&partnerID=40&md5=0dabd7c52eee193cfeff336dafa32282","ANPR - automatic number plate recognition; Average speed; Check points; Gantries; Mortality rate; Motorway network; Speed enforcement; Variable message signs","Advanced traveler information systems; Automatic vehicle identification; Intelligent systems; Intelligent vehicle highway systems; Investments; Roads and streets; Speed; Street traffic control; Toll highways; Traffic control; Variable message signs; Automatic number plate recognition; Average speed; Check points; Gantries; Mortality rate; Motorway networks; Traffic signs"
"10.3141/1969-03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846865839&doi=10.3141%2f1969-03&partnerID=40&md5=440a9bf278fe1363d93c280989f93b99","","Automobile drivers; Cameras; Law enforcement; Problem solving; Radar imaging; Speed control; Driver compliance; Enforcement methods; Speed radar cameras; Traffic control"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888239448&partnerID=40&md5=410940a7686820a57993dba6cea4fa14","Decelerating rate; Driving behavior; Exit ramp; Traffic safety; Vehicle speed","Behavioral research; Cameras; Traffic control; Design and operations; Digital recorders; Driving behavior; Exit ramp; Recording systems; Traffic conditions; Traffic safety; Vehicle speed; Speed"
"10.1520/stp12212s","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33244458014&doi=10.1520%2fstp12212s&partnerID=40&md5=c23305acc16db74ba1db5288896bbda9","Alpine skiing and snowboarding; Gender; Helmets; Speed; Visibility","Climatology; Ski jumps; Snow; Social aspects; Visibility; Alpine skiing and snowboarding; Gender; Helmets; Recreational facilities"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035325114&partnerID=40&md5=13c188ecf13ee727c558b2dafa4e0219","","Logs; Accident prevention; Friction; Gravitation; Load limits; Mass transportation; Mathematical models; Mechanics; Speed control; Traffic control; Truck drivers; Trucks; Gross vehicle mass (GVM); Logging trucks; Logging (forestry)"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52449132145&partnerID=40&md5=d87c2c6e4409b262fe57daabc9c47dde","","Accidents, Traffic; Automobile Driving; Automobiles; Humans; Injury Severity Score; Poisson Distribution; Risk Assessment; Risk Factors; Safety; Socioeconomic Factors; Time; Victoria; Cameras; Medicine; Motor transportation; Regression analysis; Roads and streets; article; Australia; car; car driving; evaluation; human; injury scale; Poisson distribution; risk assessment; risk factor; safety; socioeconomics; statistics; time; traffic accident; Crash outcomes; Economic factors; Government agencies; Injury severities; Key components; Logistic regression models; Long terms; Mass medias; Mobile speed cameras; Operating hours; Police enforcements; Road safeties; Road users; Speed cameras; Speed detections; Speed limits; Victoria , Australia; Speed"
